WEATHER CENTER LOCATION,LATITUDE,LONGITUDE,DATE,SNWD,TMAX,TMIN
"BELFAST, ME US",44.4395,-68.9892,1/31/2016,0,38,24
"BELFAST, ME US",44.4395,-68.9892,2/1/2016,0,38,29
"BELFAST, ME US",44.4395,-68.9892,2/2/2016,0,59,25
"BELFAST, ME US",44.4395,-68.9892,2/3/2016,0,42,21
"BELFAST, ME US",44.4395,-68.9892,2/4/2016,0,53,27
"BELFAST, ME US",44.4395,-68.9892,2/5/2016,0,53,27
"BELFAST, ME US",44.4395,-68.9892,2/6/2016,8,31,13
"BELFAST, ME US",44.4395,-68.9892,2/7/2016,8,38,22
"BELFAST, ME US",44.4395,-68.9892,2/8/2016,8,39,12
"BELFAST, ME US",44.4395,-68.9892,2/9/2016,10,19,12
"BELFAST, ME US",44.4395,-68.9892,2/10/2016,10,24,5
"BELFAST, ME US",44.4395,-68.9892,2/11/2016,10,30,5
"BELFAST, ME US",44.4395,-68.9892,2/12/2016,10,31,-5
"BELFAST, ME US",44.4395,-68.9892,2/13/2016,10,18,-5
"BELFAST, ME US",44.4395,-68.9892,2/14/2016,17,14,-8
"BELFAST, ME US",44.4395,-68.9892,2/15/2016,17,8,-17
"BELFAST, ME US",44.4395,-68.9892,2/16/2016,11,46,-5
"BELFAST, ME US",44.4395,-68.9892,2/17/2016,1,49,32
"BELFAST, ME US",44.4395,-68.9892,2/18/2016,0,41,25
"BELFAST, ME US",44.4395,-68.9892,2/19/2016,0,33,12
"BELFAST, ME US",44.4395,-68.9892,2/20/2016,0,39,12
"BELFAST, ME US",44.4395,-68.9892,2/21/2016,0,46,33
"BELFAST, ME US",44.4395,-68.9892,2/22/2016,0,47,18
"BELFAST, ME US",44.4395,-68.9892,2/23/2016,0,32,12
"BELFAST, ME US",44.4395,-68.9892,2/24/2016,1,28,11
"BELFAST, ME US",44.4395,-68.9892,2/25/2016,0,54,27
"BELFAST, ME US",44.4395,-68.9892,2/26/2016,0,52,31
"BELFAST, ME US",44.4395,-68.9892,2/27/2016,0,33,13
"BELFAST, ME US",44.4395,-68.9892,2/28/2016,0,35,17
"BELFAST, ME US",44.4395,-68.9892,2/29/2016,0,50,25
"BELFAST, ME US",44.4395,-68.9892,3/1/2016,0,55,23
"BELFAST, ME US",44.4395,-68.9892,3/2/2016,0,38,21
"BELFAST, ME US",44.4395,-68.9892,3/3/2016,0,48,7
"BELFAST, ME US",44.4395,-68.9892,3/4/2016,0,22,6
"BELFAST, ME US",44.4395,-68.9892,3/5/2016,0,24,10
"BELFAST, ME US",44.4395,-68.9892,3/6/2016,0,32,15
"BELFAST, ME US",44.4395,-68.9892,3/7/2016,0,38,20
"BELFAST, ME US",44.4395,-68.9892,3/8/2016,0,43,29
"BELFAST, ME US",44.4395,-68.9892,3/9/2016,0,49,29
"BELFAST, ME US",44.4395,-68.9892,3/10/2016,0,59,39
"BELFAST, ME US",44.4395,-68.9892,3/11/2016,0,55,33
"BELFAST, ME US",44.4395,-68.9892,3/12/2016,0,50,25
"BELFAST, ME US",44.4395,-68.9892,3/13/2016,0,48,26
"BELFAST, ME US",44.4395,-68.9892,3/14/2016,0,56,26
"BELFAST, ME US",44.4395,-68.9892,3/15/2016,0,40,28
"BELFAST, ME US",44.4395,-68.9892,3/16/2016,0,39,36
"BELFAST, ME US",44.4395,-68.9892,3/17/2016,0,48,36
"BELFAST, ME US",44.4395,-68.9892,3/18/2016,0,52,36
"BELFAST, ME US",44.4395,-68.9892,3/19/2016,0,45,20
"BELFAST, ME US",44.4395,-68.9892,3/20/2016,0,37,17
"BELFAST, ME US",44.4395,-68.9892,3/21/2016,0,36,24
"BELFAST, ME US",44.4395,-68.9892,3/22/2016,0,37,23
"BELFAST, ME US",44.4395,-68.9892,3/23/2016,0,40,23
"BELFAST, ME US",44.4395,-68.9892,3/24/2016,0,45,27
"BELFAST, ME US",44.4395,-68.9892,3/25/2016,0,27,23
"BELFAST, ME US",44.4395,-68.9892,3/26/2016,0,34,26
"BELFAST, ME US",44.4395,-68.9892,3/27/2016,0,38,26
"BELFAST, ME US",44.4395,-68.9892,3/28/2016,0,42,30
"BELFAST, ME US",44.4395,-68.9892,3/29/2016,0,39,35
"BELFAST, ME US",44.4395,-68.9892,3/30/2016,0,43,27
"BELFAST, ME US",44.4395,-68.9892,3/31/2016,0,52,27
"BELFAST, ME US",44.4395,-68.9892,4/1/2016,0,59,40
"BELFAST, ME US",44.4395,-68.9892,4/2/2016,0,60,41
"BELFAST, ME US",44.4395,-68.9892,4/3/2016,0,45,31
"BELFAST, ME US",44.4395,-68.9892,4/4/2016,0,35,15
"BELFAST, ME US",44.4395,-68.9892,4/5/2016,0,27,15
"BELFAST, ME US",44.4395,-68.9892,4/6/2016,0,35,14
"BELFAST, ME US",44.4395,-68.9892,4/7/2016,0,41,16
"BELFAST, ME US",44.4395,-68.9892,4/8/2016,0,50,41
"BELFAST, ME US",44.4395,-68.9892,4/9/2016,0,53,31
"BELFAST, ME US",44.4395,-68.9892,4/10/2016,0,47,23
"BELFAST, ME US",44.4395,-68.9892,4/11/2016,0,44,26
"BELFAST, ME US",44.4395,-68.9892,4/12/2016,0,49,30
"BELFAST, ME US",44.4395,-68.9892,4/13/2016,0,53,28
"BELFAST, ME US",44.4395,-68.9892,4/14/2016,0,52,30
"BELFAST, ME US",44.4395,-68.9892,4/15/2016,0,54,31
"BELFAST, ME US",44.4395,-68.9892,4/16/2016,0,55,31
"BELFAST, ME US",44.4395,-68.9892,4/17/2016,0,59,29
"BELFAST, ME US",44.4395,-68.9892,4/18/2016,0,61,35
"BELFAST, ME US",44.4395,-68.9892,4/19/2016,0,60,39
"BELFAST, ME US",44.4395,-68.9892,4/20/2016,0,59,34
"BELFAST, ME US",44.4395,-68.9892,4/21/2016,0,56,33
"BELFAST, ME US",44.4395,-68.9892,4/22/2016,0,66,37
"BELFAST, ME US",44.4395,-68.9892,4/23/2016,0,66,40
"BELFAST, ME US",44.4395,-68.9892,4/24/2016,0,62,32
"BELFAST, ME US",44.4395,-68.9892,4/25/2016,0,53,28
"BELFAST, ME US",44.4395,-68.9892,4/26/2016,0,57,27
"BELFAST, ME US",44.4395,-68.9892,4/27/2016,0,39,26
"BELFAST, ME US",44.4395,-68.9892,4/28/2016,0,55,25
"BELFAST, ME US",44.4395,-68.9892,4/29/2016,0,50,23
"BELFAST, ME US",44.4395,-68.9892,4/30/2016,0,47,27
"BELFAST, ME US",44.4395,-68.9892,5/1/2016,0,57,30
"BELFAST, ME US",44.4395,-68.9892,5/2/2016,0,52,38
"BELFAST, ME US",44.4395,-68.9892,5/3/2016,0,46,40
"BELFAST, ME US",44.4395,-68.9892,5/4/2016,0,49,41
"BELFAST, ME US",44.4395,-68.9892,5/5/2016,0,52,41
"BELFAST, ME US",44.4395,-68.9892,5/6/2016,0,46,41
"BELFAST, ME US",44.4395,-68.9892,5/7/2016,0,62,39
"BELFAST, ME US",44.4395,-68.9892,5/8/2016,0,52,43
"BELFAST, ME US",44.4395,-68.9892,5/9/2016,0,51,34
"BELFAST, ME US",44.4395,-68.9892,5/10/2016,0,51,32
"BELFAST, ME US",44.4395,-68.9892,5/11/2016,0,70,38
"BELFAST, ME US",44.4395,-68.9892,5/12/2016,0,70,37
"BELFAST, ME US",44.4395,-68.9892,5/13/2016,0,73,42
"BELFAST, ME US",44.4395,-68.9892,5/14/2016,0,60,48
"BELFAST, ME US",44.4395,-68.9892,5/15/2016,0,73,49
"BELFAST, ME US",44.4395,-68.9892,5/16/2016,0,60,39
"BELFAST, ME US",44.4395,-68.9892,5/17/2016,0,49,39
"BELFAST, ME US",44.4395,-68.9892,5/18/2016,0,64,43
"BELFAST, ME US",44.4395,-68.9892,5/19/2016,0,65,40
"BELFAST, ME US",44.4395,-68.9892,5/20/2016,0,67,45
"BELFAST, ME US",44.4395,-68.9892,5/21/2016,0,72,44
"BELFAST, ME US",44.4395,-68.9892,5/22/2016,0,77,50
"BELFAST, ME US",44.4395,-68.9892,5/23/2016,0,66,45
"BELFAST, ME US",44.4395,-68.9892,5/24/2016,0,78,45
"BELFAST, ME US",44.4395,-68.9892,5/25/2016,0,60,51
"BELFAST, ME US",44.4395,-68.9892,5/26/2016,0,66,51
"BELFAST, ME US",44.4395,-68.9892,5/27/2016,0,77,52
"BELFAST, ME US",44.4395,-68.9892,5/28/2016,0,54,49
"BELFAST, ME US",44.4395,-68.9892,5/29/2016,0,74,52
"BELFAST, ME US",44.4395,-68.9892,5/30/2016,0,59,48
"BELFAST, ME US",44.4395,-68.9892,5/31/2016,0,68,50
"BELFAST, ME US",44.4395,-68.9892,6/1/2016,0,84,50
"BELFAST, ME US",44.4395,-68.9892,6/2/2016,0,75,43
"BELFAST, ME US",44.4395,-68.9892,6/3/2016,0,75,43
"BELFAST, ME US",44.4395,-68.9892,6/4/2016,0,60,51
"BELFAST, ME US",44.4395,-68.9892,6/5/2016,0,67,51
"BELFAST, ME US",44.4395,-68.9892,6/6/2016,0,55,52
"BELFAST, ME US",44.4395,-68.9892,6/7/2016,0,71,47
"BELFAST, ME US",44.4395,-68.9892,6/8/2016,0,64,52
"BELFAST, ME US",44.4395,-68.9892,6/9/2016,0,68,49
"BELFAST, ME US",44.4395,-68.9892,6/10/2016,0,61,49
"BELFAST, ME US",44.4395,-68.9892,6/11/2016,0,65,47
"BELFAST, ME US",44.4395,-68.9892,6/12/2016,0,65,51
"BELFAST, ME US",44.4395,-68.9892,6/13/2016,0,64,47
"BELFAST, ME US",44.4395,-68.9892,6/14/2016,0,64,50
"BELFAST, ME US",44.4395,-68.9892,6/15/2016,0,69,46
"BELFAST, ME US",44.4395,-68.9892,6/16/2016,0,75,44
"BELFAST, ME US",44.4395,-68.9892,6/17/2016,0,76,45
"BELFAST, ME US",44.4395,-68.9892,6/18/2016,0,76,43
"BELFAST, ME US",44.4395,-68.9892,6/19/2016,0,72,52
"BELFAST, ME US",44.4395,-68.9892,6/20/2016,0,76,52
"BELFAST, ME US",44.4395,-68.9892,6/21/2016,0,70,55
"BELFAST, ME US",44.4395,-68.9892,6/22/2016,0,82,49
"BELFAST, ME US",44.4395,-68.9892,6/23/2016,0,74,51
"BELFAST, ME US",44.4395,-68.9892,6/24/2016,0,74,52
"BELFAST, ME US",44.4395,-68.9892,6/25/2016,0,73,47
"BELFAST, ME US",44.4395,-68.9892,6/26/2016,0,76,47
"BELFAST, ME US",44.4395,-68.9892,6/27/2016,0,78,49
"BELFAST, ME US",44.4395,-68.9892,6/28/2016,0,81,57
"BELFAST, ME US",44.4395,-68.9892,6/29/2016,0,73,59
"BELFAST, ME US",44.4395,-68.9892,6/30/2016,0,64,59
"BELFAST, ME US",44.4395,-68.9892,7/1/2016,0,79,56
"BELFAST, ME US",44.4395,-68.9892,7/2/2016,0,78,59
"BELFAST, ME US",44.4395,-68.9892,7/3/2016,0,76,53
"BELFAST, ME US",44.4395,-68.9892,7/4/2016,0,78,52
"BELFAST, ME US",44.4395,-68.9892,7/5/2016,0,84,54
"BELFAST, ME US",44.4395,-68.9892,7/6/2016,0,80,57
"BELFAST, ME US",44.4395,-68.9892,7/7/2016,0,78,58
"BELFAST, ME US",44.4395,-68.9892,7/8/2016,0,60,56
"BELFAST, ME US",44.4395,-68.9892,7/9/2016,0,62,55
"BELFAST, ME US",44.4395,-68.9892,7/10/2016,0,60,53
"BELFAST, ME US",44.4395,-68.9892,7/11/2016,0,59,55
"BELFAST, ME US",44.4395,-68.9892,7/12/2016,0,77,55
"BELFAST, ME US",44.4395,-68.9892,7/13/2016,0,82,60
"BELFAST, ME US",44.4395,-68.9892,7/14/2016,0,80,62
"BELFAST, ME US",44.4395,-68.9892,7/15/2016,0,80,66
"BELFAST, ME US",44.4395,-68.9892,7/16/2016,0,87,63
"BELFAST, ME US",44.4395,-68.9892,7/17/2016,0,83,64
"BELFAST, ME US",44.4395,-68.9892,7/18/2016,0,75,62
"BELFAST, ME US",44.4395,-68.9892,7/19/2016,0,80,60
"BELFAST, ME US",44.4395,-68.9892,7/20/2016,0,75,54
"BELFAST, ME US",44.4395,-68.9892,7/21/2016,0,79,59
"BELFAST, ME US",44.4395,-68.9892,7/22/2016,0,84,60
"BELFAST, ME US",44.4395,-68.9892,7/23/2016,0,89,62
"BELFAST, ME US",44.4395,-68.9892,7/24/2016,0,84,65
"BELFAST, ME US",44.4395,-68.9892,7/25/2016,0,83,59
"BELFAST, ME US",44.4395,-68.9892,7/26/2016,0,80,60
"BELFAST, ME US",44.4395,-68.9892,7/27/2016,0,88,63
"BELFAST, ME US",44.4395,-68.9892,7/28/2016,0,84,61
"BELFAST, ME US",44.4395,-68.9892,7/29/2016,0,84,62
"BELFAST, ME US",44.4395,-68.9892,7/30/2016,0,81,62
"BELFAST, ME US",44.4395,-68.9892,7/31/2016,0,83,57
"BELFAST, ME US",44.4395,-68.9892,8/1/2016,0,83,57
"BELFAST, ME US",44.4395,-68.9892,8/2/2016,0,78,59
"BELFAST, ME US",44.4395,-68.9892,8/3/2016,0,79,53
"BELFAST, ME US",44.4395,-68.9892,8/4/2016,0,80,55
"BELFAST, ME US",44.4395,-68.9892,8/5/2016,0,84,57
"BELFAST, ME US",44.4395,-68.9892,8/6/2016,0,85,57
"BELFAST, ME US",44.4395,-68.9892,8/7/2016,0,86,61
"BELFAST, ME US",44.4395,-68.9892,8/8/2016,0,83,60
"BELFAST, ME US",44.4395,-68.9892,8/9/2016,0,82,52
"BELFAST, ME US",44.4395,-68.9892,8/10/2016,0,78,51
"BELFAST, ME US",44.4395,-68.9892,8/11/2016,0,73,54
"BELFAST, ME US",44.4395,-68.9892,8/12/2016,0,91,63
"BELFAST, ME US",44.4395,-68.9892,8/13/2016,0,76,61
"BELFAST, ME US",44.4395,-68.9892,8/14/2016,0,64,60
"BELFAST, ME US",44.4395,-68.9892,8/15/2016,0,79,64
"BELFAST, ME US",44.4395,-68.9892,8/16/2016,0,82,55
"BELFAST, ME US",44.4395,-68.9892,8/17/2016,0,78,57
"BELFAST, ME US",44.4395,-68.9892,8/18/2016,0,78,57
"BELFAST, ME US",44.4395,-68.9892,8/19/2016,0,84,58
"BELFAST, ME US",44.4395,-68.9892,8/20/2016,0,84,52
"BELFAST, ME US",44.4395,-68.9892,8/21/2016,0,75,60
"BELFAST, ME US",44.4395,-68.9892,8/22/2016,0,72,61
"BELFAST, ME US",44.4395,-68.9892,8/23/2016,0,74,54
"BELFAST, ME US",44.4395,-68.9892,8/24/2016,0,79,55
"BELFAST, ME US",44.4395,-68.9892,8/25/2016,0,84,57
"BELFAST, ME US",44.4395,-68.9892,8/26/2016,0,81,58
"BELFAST, ME US",44.4395,-68.9892,8/27/2016,0,86,62
"BELFAST, ME US",44.4395,-68.9892,8/28/2016,0,81,53
"BELFAST, ME US",44.4395,-68.9892,8/29/2016,0,77,64
"BELFAST, ME US",44.4395,-68.9892,8/30/2016,0,79,56
"BELFAST, ME US",44.4395,-68.9892,8/31/2016,0,80,58
"BELFAST, ME US",44.4395,-68.9892,9/1/2016,0,77,59
"BELFAST, ME US",44.4395,-68.9892,9/2/2016,0,80,54
"BELFAST, ME US",44.4395,-68.9892,9/3/2016,0,73,49
"BELFAST, ME US",44.4395,-68.9892,9/4/2016,0,73,48
"BELFAST, ME US",44.4395,-68.9892,9/5/2016,0,75,46
"BELFAST, ME US",44.4395,-68.9892,9/6/2016,0,73,49
"BELFAST, ME US",44.4395,-68.9892,9/7/2016,0,76,49
"BELFAST, ME US",44.4395,-68.9892,9/8/2016,0,79,62
"BELFAST, ME US",44.4395,-68.9892,9/9/2016,0,74,64
"BELFAST, ME US",44.4395,-68.9892,9/10/2016,0,90,56
"BELFAST, ME US",44.4395,-68.9892,9/11/2016,0,80,56
"BELFAST, ME US",44.4395,-68.9892,9/12/2016,0,74,43
"BELFAST, ME US",44.4395,-68.9892,9/13/2016,0,75,44
"BELFAST, ME US",44.4395,-68.9892,9/14/2016,0,80,48
"BELFAST, ME US",44.4395,-68.9892,9/15/2016,0,73,44
"BELFAST, ME US",44.4395,-68.9892,9/16/2016,0,68,42
"BELFAST, ME US",44.4395,-68.9892,9/17/2016,0,71,42
"BELFAST, ME US",44.4395,-68.9892,9/18/2016,0,71,50
"BELFAST, ME US",44.4395,-68.9892,9/19/2016,0,75,60
"BELFAST, ME US",44.4395,-68.9892,9/20/2016,0,67,61
"BELFAST, ME US",44.4395,-68.9892,9/21/2016,0,71,57
"BELFAST, ME US",44.4395,-68.9892,9/22/2016,0,80,54
"BELFAST, ME US",44.4395,-68.9892,9/23/2016,0,79,53
"BELFAST, ME US",44.4395,-68.9892,9/24/2016,0,63,42
"BELFAST, ME US",44.4395,-68.9892,9/25/2016,0,62,38
"BELFAST, ME US",44.4395,-68.9892,9/26/2016,0,58,39
"BELFAST, ME US",44.4395,-68.9892,9/27/2016,0,63,40
"BELFAST, ME US",44.4395,-68.9892,9/28/2016,0,63,50
"BELFAST, ME US",44.4395,-68.9892,9/29/2016,0,66,43
"BELFAST, ME US",44.4395,-68.9892,9/30/2016,0,63,36
"BELFAST, ME US",44.4395,-68.9892,10/1/2016,0,61,37
"BELFAST, ME US",44.4395,-68.9892,10/2/2016,0,59,48
"BELFAST, ME US",44.4395,-68.9892,10/3/2016,0,57,51
"BELFAST, ME US",44.4395,-68.9892,10/4/2016,0,65,37
"BELFAST, ME US",44.4395,-68.9892,10/5/2016,0,62,34
"BELFAST, ME US",44.4395,-68.9892,10/6/2016,0,65,34
"BELFAST, ME US",44.4395,-68.9892,10/7/2016,0,70,37
"BELFAST, ME US",44.4395,-68.9892,10/8/2016,0,72,40
"BELFAST, ME US",44.4395,-68.9892,10/9/2016,0,66,44
"BELFAST, ME US",44.4395,-68.9892,10/10/2016,0,51,42
"BELFAST, ME US",44.4395,-68.9892,10/11/2016,0,57,33
"BELFAST, ME US",44.4395,-68.9892,10/12/2016,0,63,33
"BELFAST, ME US",44.4395,-68.9892,10/13/2016,0,63,37
"BELFAST, ME US",44.4395,-68.9892,10/14/2016,0,62,40
"BELFAST, ME US",44.4395,-68.9892,10/15/2016,0,62,27
"BELFAST, ME US",44.4395,-68.9892,10/16/2016,0,53,31
"BELFAST, ME US",44.4395,-68.9892,10/17/2016,0,64,39
"BELFAST, ME US",44.4395,-68.9892,10/18/2016,0,72,45
"BELFAST, ME US",44.4395,-68.9892,10/19/2016,0,59,49
"BELFAST, ME US",44.4395,-68.9892,10/20/2016,0,74,37
"BELFAST, ME US",44.4395,-68.9892,10/21/2016,0,59,36
"BELFAST, ME US",44.4395,-68.9892,10/22/2016,0,63,54
"BELFAST, ME US",44.4395,-68.9892,10/23/2016,0,62,40
"BELFAST, ME US",44.4395,-68.9892,10/24/2016,0,44,35
"BELFAST, ME US",44.4395,-68.9892,10/25/2016,0,52,34
"BELFAST, ME US",44.4395,-68.9892,10/26/2016,0,46,36
"BELFAST, ME US",44.4395,-68.9892,10/27/2016,0,42,32
"BELFAST, ME US",44.4395,-68.9892,10/28/2016,0,49,31
"BELFAST, ME US",44.4395,-68.9892,10/29/2016,0,47,37
"BELFAST, ME US",44.4395,-68.9892,10/30/2016,0,46,40
"BELFAST, ME US",44.4395,-68.9892,10/31/2016,0,52,39
"BELFAST, ME US",44.4395,-68.9892,11/1/2016,0,47,25
"BELFAST, ME US",44.4395,-68.9892,11/2/2016,0,48,25
"BELFAST, ME US",44.4395,-68.9892,11/3/2016,0,57,37
"BELFAST, ME US",44.4395,-68.9892,11/4/2016,0,49,39
"BELFAST, ME US",44.4395,-68.9892,11/5/2016,0,51,25
"BELFAST, ME US",44.4395,-68.9892,11/6/2016,0,48,30
"BELFAST, ME US",44.4395,-68.9892,11/7/2016,0,48,29
"BELFAST, ME US",44.4395,-68.9892,11/8/2016,0,46,27
"BELFAST, ME US",44.4395,-68.9892,11/9/2016,0,56,30
"BELFAST, ME US",44.4395,-68.9892,11/10/2016,0,60,32
"BELFAST, ME US",44.4395,-68.9892,11/11/2016,0,49,32
"BELFAST, ME US",44.4395,-68.9892,11/12/2016,0,52,29
"BELFAST, ME US",44.4395,-68.9892,11/13/2016,0,52,32
"BELFAST, ME US",44.4395,-68.9892,11/14/2016,0,55,29
"BELFAST, ME US",44.4395,-68.9892,11/15/2016,0,57,28
"BELFAST, ME US",44.4395,-68.9892,11/16/2016,0,54,36
"BELFAST, ME US",44.4395,-68.9892,11/17/2016,0,55,38
"BELFAST, ME US",44.4395,-68.9892,11/18/2016,0,55,38
"BELFAST, ME US",44.4395,-68.9892,11/19/2016,0,58,35
"BELFAST, ME US",44.4395,-68.9892,11/20/2016,0,48,38
"BELFAST, ME US",44.4395,-68.9892,11/21/2016,0,49,33
"BELFAST, ME US",44.4395,-68.9892,11/22/2016,0,38,29
"BELFAST, ME US",44.4395,-68.9892,11/23/2016,0,40,29
"BELFAST, ME US",44.4395,-68.9892,11/24/2016,0,40,23
"BELFAST, ME US",44.4395,-68.9892,11/25/2016,0,36,25
"BELFAST, ME US",44.4395,-68.9892,11/26/2016,0,43,33
"BELFAST, ME US",44.4395,-68.9892,11/27/2016,0,44,34
"BELFAST, ME US",44.4395,-68.9892,11/28/2016,0,39,31
"BELFAST, ME US",44.4395,-68.9892,11/29/2016,0,43,23
"BELFAST, ME US",44.4395,-68.9892,11/30/2016,0,46,26
"BELFAST, ME US",44.4395,-68.9892,12/1/2016,0,42,34
"BELFAST, ME US",44.4395,-68.9892,12/2/2016,0,46,31
"BELFAST, ME US",44.4395,-68.9892,12/3/2016,0,46,33
"BELFAST, ME US",44.4395,-68.9892,12/4/2016,0,38,30
"BELFAST, ME US",44.4395,-68.9892,12/5/2016,0,35,17
"BELFAST, ME US",44.4395,-68.9892,12/6/2016,1,29,18
"BELFAST, ME US",44.4395,-68.9892,12/7/2016,1,31,18
"BELFAST, ME US",44.4395,-68.9892,12/8/2016,1,31,24
"BELFAST, ME US",44.4395,-68.9892,12/9/2016,1,47,26
"BELFAST, ME US",44.4395,-68.9892,12/10/2016,1,30,10
"BELFAST, ME US",44.4395,-68.9892,12/11/2016,1,24,9
"BELFAST, ME US",44.4395,-68.9892,12/12/2016,2,27,14
"BELFAST, ME US",44.4395,-68.9892,12/13/2016,4,34,17
"BELFAST, ME US",44.4395,-68.9892,12/14/2016,5,33,19
"BELFAST, ME US",44.4395,-68.9892,12/15/2016,4,34,8
"BELFAST, ME US",44.4395,-68.9892,12/16/2016,4,25,-7
"BELFAST, ME US",44.4395,-68.9892,12/17/2016,4,10,-11
"BELFAST, ME US",44.4395,-68.9892,12/18/2016,8,31,9
"BELFAST, ME US",44.4395,-68.9892,12/19/2016,4,50,11
"BELFAST, ME US",44.4395,-68.9892,12/20/2016,4,16,-6
"BELFAST, ME US",44.4395,-68.9892,12/21/2016,4,31,-6
"BELFAST, ME US",44.4395,-68.9892,12/22/2016,4,39,22
"BELFAST, ME US",44.4395,-68.9892,12/23/2016,5,33,20
"BELFAST, ME US",44.4395,-68.9892,12/24/2016,4,39,18
"BELFAST, ME US",44.4395,-68.9892,12/25/2016,3,42,27
"BELFAST, ME US",44.4395,-68.9892,12/26/2016,3,35,9
"BELFAST, ME US",44.4395,-68.9892,12/27/2016,2,47,13
"BELFAST, ME US",44.4395,-68.9892,12/28/2016,0,51,29
"BELFAST, ME US",44.4395,-68.9892,12/29/2016,0,35,18
"BELFAST, ME US",44.4395,-68.9892,12/30/2016,3,38,18
"BELFAST, ME US",44.4395,-68.9892,12/31/2016,3,36,13
"BELFAST, ME US",44.4395,-68.9892,1/1/2017,7,34,13
"BELFAST, ME US",44.4395,-68.9892,1/2/2017,7,38,16
"BELFAST, ME US",44.4395,-68.9892,1/3/2017,7,36,16
"BELFAST, ME US",44.4395,-68.9892,1/4/2017,2,35,22
"BELFAST, ME US",44.4395,-68.9892,1/5/2017,2,38,23
"BELFAST, ME US",44.4395,-68.9892,1/6/2017,2,30,22
"BELFAST, ME US",44.4395,-68.9892,1/7/2017,2,27,4
"BELFAST, ME US",44.4395,-68.9892,1/8/2017,4,18,7
"BELFAST, ME US",44.4395,-68.9892,1/9/2017,4,16,-5
"BELFAST, ME US",44.4395,-68.9892,1/10/2017,4,13,-5
"BELFAST, ME US",44.4395,-68.9892,1/11/2017,0,44,0
"BELFAST, ME US",44.4395,-68.9892,1/12/2017,0,51,30
"BELFAST, ME US",44.4395,-68.9892,1/13/2017,0,50,38
"BELFAST, ME US",44.4395,-68.9892,1/14/2017,0,40,6
"BELFAST, ME US",44.4395,-68.9892,1/15/2017,0,21,8
"BELFAST, ME US",44.4395,-68.9892,1/16/2017,0,27,9
"BELFAST, ME US",44.4395,-68.9892,1/17/2017,0,36,9
"BELFAST, ME US",44.4395,-68.9892,1/18/2017,0,37,21
"BELFAST, ME US",44.4395,-68.9892,1/19/2017,2,28,22
"BELFAST, ME US",44.4395,-68.9892,1/20/2017,2,39,24
"BELFAST, ME US",44.4395,-68.9892,1/21/2017,2,36,30
"BELFAST, ME US",44.4395,-68.9892,1/22/2017,1,39,30
"BELFAST, ME US",44.4395,-68.9892,1/23/2017,1,38,27
"BELFAST, ME US",44.4395,-68.9892,1/24/2017,1,30,26
"BELFAST, ME US",44.4395,-68.9892,1/25/2017,1,36,28
"BELFAST, ME US",44.4395,-68.9892,1/26/2017,0,36,25
"BELFAST, ME US",44.4395,-68.9892,1/27/2017,0,43,25
"BELFAST, ME US",44.4395,-68.9892,1/28/2017,0,41,28
"BELFAST, ME US",44.4395,-68.9892,1/29/2017,0,41,25
"BELFAST, ME US",44.4395,-68.9892,1/30/2017,0,40,22
"BELFAST, ME US",44.4395,-68.9892,1/31/2017,0,39,11
"BELFAST, ME US",44.4395,-68.9892,2/1/2017,0,24,11
"BELFAST, ME US",44.4395,-68.9892,2/2/2017,3,26,7
"BELFAST, ME US",44.4395,-68.9892,2/3/2017,3,35,4
"BELFAST, ME US",44.4395,-68.9892,2/4/2017,2,29,3
"BELFAST, ME US",44.4395,-68.9892,2/5/2017,2,26,14
"BELFAST, ME US",44.4395,-68.9892,2/6/2017,2,37,21
"BELFAST, ME US",44.4395,-68.9892,2/7/2017,2,27,11
"BELFAST, ME US",44.4395,-68.9892,2/8/2017,5,24,11
"BELFAST, ME US",44.4395,-68.9892,2/9/2017,5,37,20
"BELFAST, ME US",44.4395,-68.9892,2/10/2017,10,21,4
"BELFAST, ME US",44.4395,-68.9892,2/11/2017,10,13,-2
"BELFAST, ME US",44.4395,-68.9892,2/12/2017,11,15,7
"BELFAST, ME US",44.4395,-68.9892,2/13/2017,20,25,11
"BELFAST, ME US",44.4395,-68.9892,2/14/2017,30,24,11
"BELFAST, ME US",44.4395,-68.9892,2/15/2017,30,27,1
"BELFAST, ME US",44.4395,-68.9892,2/16/2017,33,33,5
"BELFAST, ME US",44.4395,-68.9892,2/17/2017,33,31,21
"BELFAST, ME US",44.4395,-68.9892,2/18/2017,32,36,12
"BELFAST, ME US",44.4395,-68.9892,2/19/2017,30,40,20
"BELFAST, ME US",44.4395,-68.9892,2/20/2017,24,55,23
"BELFAST, ME US",44.4395,-68.9892,2/21/2017,24,40,14
"BELFAST, ME US",44.4395,-68.9892,2/22/2017,24,35,13
"BELFAST, ME US",44.4395,-68.9892,2/23/2017,20,44,21
"BELFAST, ME US",44.4395,-68.9892,2/24/2017,16,44,24
"BELFAST, ME US",44.4395,-68.9892,2/25/2017,10,46,31
"BELFAST, ME US",44.4395,-68.9892,2/26/2017,6,53,34
"BELFAST, ME US",44.4395,-68.9892,2/27/2017,5,40,18
"BELFAST, ME US",44.4395,-68.9892,2/28/2017,3,47,25
"BELFAST, ME US",44.4395,-68.9892,3/1/2017,0,46,26
"BELFAST, ME US",44.4395,-68.9892,3/2/2017,0,50,36
"BELFAST, ME US",44.4395,-68.9892,3/3/2017,0,47,17
